# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,副本中使用次数,随机狩猎奖励点,解绑道具,解绑道具数量
22051,Rathalos Upper Scale,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">飞龙种Rathalos的鳞片，是锻造和加工的基本素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22051,,6051,,,2,,2,,2,,,,,,,,,,,,,,,,,,
22052,Rathalos Hard Shell,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">硬度较高，剥取难度较高的Rathalos甲壳，经常被用作铠甲素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22052,,6051,,,2,,2,,2,,,,,,,,,,,,,,,,,,
22053,Rathalos Wing,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Rathalos的翼膜，延展性能和保温性能都十分优秀。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22053,,6051,,,2,,2,,2,,,,,,,,,,,,,,,,,,
22054,Flame Sac,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">包裹可燃粉末的内脏器官，稍稍触碰就会喷发出烈焰。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22054,,6051,,,4,,4,,4,,,,,,,,,,,,,,,,,,
22055,Rathalos Ruby,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">生长在Rathalos身上的逆之鳞片，背负着空之王者名号，是极为珍贵的素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22055,,6051,,,10,,10,,10,,,,,,,,,,,,,,,,,,
22056,Rathalos Medulla,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">通过先进的剥取技术获取的头部素材，接触空气后会产生火焰。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22056,,6051,,,6,,6,,6,,,,,,,,,,,,,,,,,,
22057,Rathalos Tough Tail,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Rathalos尾部能剥取的素材，每个个体只有很少的产量。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22057,,6051,,,6,,6,,6,,,,,,,,,,,,,,,,,,
22058,Rathalos Wingtalon,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Rathalos之翼上的爪，对翼部进行破坏后较容易取得的素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22058,,6051,,,6,,6,,6,,,,,,,,,,,,,,,,,,
22059,Rathalos Scale+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">飞龙种Rathalos的优质鳞片，硬度更高，是锻造和加工的首选素材。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22059,,6051,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22060,Rathalos Shell+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Rathalos甲壳中较为坚硬的部分，剥取难度较高，经常被用作铠甲素材。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22060,,6051,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22061,Rathalos Wing+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">伸展时能遮蔽苍穹的飞龙之翼，拥有优秀的保温和延展性能。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22061,,6051,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22062,Inferno Sac,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：火龙(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">贮存可燃粉末的内脏器官，有接触空气即可自燃的危险属性，剥取时需要十分小心。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22062,,6051,,,4,,4,,4,,,,,,,,,,,,,,,,1,,
22063,Rathalos Plate+,"""<FONT COLOR=\""\#6285C6\"" >Source: Rathalos (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">生长在Rathalos身上的逆之鳞片，背负着空之王者名号，是极为珍贵的素材。</FONT>""",1,3,mat_scale_01,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22063,,6051,,144,10,5,10,55,10,,,,,,,,,,,,,,,,10,,
22064,Rathalos Medulla+,"""<FONT COLOR=\""\#6285C6\"" >Source: Rathalos (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">通过先进的剥取技术获取的Rathalos头部素材，剥取的失败率很高，因此较为稀有。</FONT>""",1,2,mat_body_01_PNK,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22064,,6051,,144,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
22065,Rathalos Tail+,"""<FONT COLOR=\""\#6285C6\"" >Source: Rathalos (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">覆盖鳞片的Rathalos之尾，是天空王者战斗力的象征。</FONT>""",1,2,mat_tail_06_PNK,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22065,,6051,,144,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
22066,Rathalos Claw+,"""<FONT COLOR=\""\#6285C6\"" >Source: Rathalos (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Rathalos翼部生长的锐爪，破坏飞翼后有机会剥取获得。</FONT>""",1,2,mat_claw_01,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22066,,6051,,144,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
22067,Tigrex Scale,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22067,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22068,Tigrex Carapace,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22068,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22069,Tigrex Fang,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22069,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22070,Tigrex Claw,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (Low-rank)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,2,mat_claw_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22070,,6061,,145,4,5,4,55,4,,,,,,,,,,,,,,,,2,,
22071,Tigrex Jaw+,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (Low-rank)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,mat_body_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22071,,6061,,145,10,5,10,55,10,,,,,,,,,,,,,,,,5,,
22072,Tigrex Skull+,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (Low-rank)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,2,mat_body_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22072,,6061,,145,6,5,6,55,6,,,,,,,,,,,,,,,,3,,
22073,Tigrex Tail,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (Low-rank)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,2,mat_body_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22073,,6061,,145,6,5,6,55,6,,,,,,,,,,,,,,,,3,,
22074,Tigrex Arm,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (Low-rank)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,2,mat_claw_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22074,,6061,,145,6,5,6,55,6,,,,,,,,,,,,,,,,3,,
22075,Tigrex的鳞2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22075,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,,,
22076,Tigrex的甲壳2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22076,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,,,
22077,Tigrex的牙2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22077,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,,,
22078,Tigrex的爪2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22078,,6061,,,4,,4,,4,,,,,,,,,,,,,,,,,,
22079,Tigrex的颚2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22079,,6061,,,10,,10,,10,,,,,,,,,,,,,,,,,,
22080,Tigrex的Head Shell2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22080,,6061,,,6,,6,,6,,,,,,,,,,,,,,,,,,
22081,Tigrex的Tail2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22081,,6061,,,6,,6,,6,,,,,,,,,,,,,,,,,,
22082,Tigrex的手臂2,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎挑战难度、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">神秘</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22082,,6061,,,6,,6,,6,,,,,,,,,,,,,,,,,,
22083,Tigrex Scale+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">没有一丝伤痕的Tigrex鳞片。组合在一起的话比上等的钢硬度还好。</FONT>""",1,1,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22083,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22084,Tigrex Carapace+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">经过岁月洗礼的Tigrex甲壳，锐尖的边是Tigrex凶暴的证明。</FONT>""",1,1,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22084,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22085,Tigrex Fang+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >主要Source：Tigrex(大型怪物狩猎、王立委托、王立精英委托)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Tigrex的锐利的牙，可以更容易地撕破猎物。</FONT>""",1,1,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22085,,6061,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
22086,Tigrex Claw+,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">经过岁月洗礼的Tigrex爪，可以撕碎任何猎物。</FONT>""",1,2,mat_claw_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22086,,6061,,145,4,5,4,55,4,,,,,,,,,,,,,,,,4,,
22087,Tigrex Jaw+,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Tigrex的可怕下巴，令人不寒而栗。</FONT>""",1,3,mat_body_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22087,,6061,,145,10,5,10,55,10,,,,,,,,,,,,,,,,10,,
22088,Tigrex Skull+,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Tigrex的头，看上去仍如活物般可怕。</FONT>""",1,2,mat_body_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22088,,6061,,145,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
22089,Tigrex Tail+,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">凶暴的Tigrex的尾巴，对加工要求很高。</FONT>""",1,2,mat_body_01_YEL,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22089,,6061,,145,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
22090,Tigrex Webbing,"""<FONT COLOR=\""\#6285C6\"" >Source: Tigrex (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Tigrex退化了的翼膜，非常坚韧并且延伸性也良好，很适合加工。</FONT>""",1,2,item_icon_73,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22090,,6061,,145,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
22091,Rathalos Ruby,"""<FONT COLOR=\""\#6285C6\"" >Source: Rathalos (High-rank, High-rank Elite)</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">生长在极少数Rathalos体内的稀有宝石，工匠们一直在考虑它的用途。</FONT>""",1,3,item_icon_30,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22091,,6052,,,,5,,55,,,40,,,,,,,,,,,,,,40,,
